,Label,Accuracy,run_id,parent_run_id,experiment_run_id,experiment_id,corpus,start_time,strategy,type
10,PER,0.8495428096425602,3317af24885e404e8dd14826ec97084c,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 13:57:24.487000+00:00,representative-diversity,accuracy_per_label
11,PERderiv,0.0,3317af24885e404e8dd14826ec97084c,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 13:57:24.487000+00:00,representative-diversity,accuracy_per_label
12,PERpart,0.1557377049180328,3317af24885e404e8dd14826ec97084c,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 13:57:24.487000+00:00,representative-diversity,accuracy_per_label
0,LOC,0.7492076069730587,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,accuracy_per_label
1,LOCderiv,0.8309549945115258,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,accuracy_per_label
2,LOCpart,0.4246153846153846,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,accuracy_per_label
3,O,0.9909156055344248,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,accuracy_per_label
4,ORG,0.6919504643962848,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,accuracy_per_label
5,ORGderiv,0.1333333333333333,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,accuracy_per_label
6,ORGpart,0.6989966555183946,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,accuracy_per_label
7,OTH,0.4622406639004149,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,accuracy_per_label
8,OTHderiv,0.1607142857142857,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,accuracy_per_label
9,OTHpart,0.3737373737373737,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,accuracy_per_label
10,PER,0.8362427265170407,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,accuracy_per_label
11,PERderiv,0.5,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,accuracy_per_label
12,PERpart,0.221311475409836,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,accuracy_per_label
0,LOC,0.7884310618066561,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,accuracy_per_label
1,LOCderiv,0.8737650933040615,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,accuracy_per_label
2,LOCpart,0.4892307692307692,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,accuracy_per_label
3,O,0.990518714514084,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,accuracy_per_label
4,ORG,0.6878224974200207,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,accuracy_per_label
5,ORGderiv,0.0,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,accuracy_per_label
6,ORGpart,0.677257525083612,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,accuracy_per_label
7,OTH,0.4556016597510373,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,accuracy_per_label
8,OTHderiv,0.3928571428571428,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,accuracy_per_label
9,OTHpart,0.4343434343434343,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,accuracy_per_label
10,PER,0.857024106400665,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,accuracy_per_label
11,PERderiv,0.0,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,accuracy_per_label
12,PERpart,0.2049180327868852,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,accuracy_per_label
0,LOC,0.7420760697305864,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,accuracy_per_label
1,LOCderiv,0.8704720087815587,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,accuracy_per_label
2,LOCpart,0.5076923076923077,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,accuracy_per_label
3,O,0.9927236646270878,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,accuracy_per_label
4,ORG,0.6439628482972136,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,accuracy_per_label
5,ORGderiv,0.0,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,accuracy_per_label
6,ORGpart,0.7224080267558528,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,accuracy_per_label
7,OTH,0.4539419087136929,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,accuracy_per_label
8,OTHderiv,0.5892857142857143,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,accuracy_per_label
9,OTHpart,0.4747474747474747,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,accuracy_per_label
10,PER,0.8104738154613467,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,accuracy_per_label
11,PERderiv,0.0,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,accuracy_per_label
12,PERpart,0.3934426229508196,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,accuracy_per_label
0,LOC,0.7638668779714739,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,accuracy_per_label
1,LOCderiv,0.8572996706915478,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,accuracy_per_label
2,LOCpart,0.5661538461538461,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,accuracy_per_label
3,O,0.990496665012954,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,accuracy_per_label
4,ORG,0.6377708978328174,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,accuracy_per_label
5,ORGderiv,0.0,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,accuracy_per_label
6,ORGpart,0.7157190635451505,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,accuracy_per_label
7,OTH,0.4821576763485477,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,accuracy_per_label
8,OTHderiv,0.5178571428571429,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,accuracy_per_label
9,OTHpart,0.5353535353535354,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,accuracy_per_label
10,PER,0.8649210307564422,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,accuracy_per_label
11,PERderiv,0.0,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,accuracy_per_label
12,PERpart,0.3032786885245901,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,accuracy_per_label
0,LOC,0.7583201267828843,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,accuracy_per_label
1,LOCderiv,0.8803512623490669,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,accuracy_per_label
2,LOCpart,0.4861538461538461,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,accuracy_per_label
3,O,0.9902210462488288,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,accuracy_per_label
4,ORG,0.6713106295149639,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,accuracy_per_label
5,ORGderiv,0.0,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,accuracy_per_label
6,ORGpart,0.7876254180602007,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,accuracy_per_label
7,OTH,0.4406639004149377,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,accuracy_per_label
8,OTHderiv,0.5357142857142857,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,accuracy_per_label
9,OTHpart,0.4545454545454545,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,accuracy_per_label
10,PER,0.8582709891936825,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,accuracy_per_label
11,PERderiv,0.0,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,accuracy_per_label
12,PERpart,0.1885245901639344,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,accuracy_per_label
0,LOC,0.7702060221870047,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,accuracy_per_label
1,LOCderiv,0.8737650933040615,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,accuracy_per_label
2,LOCpart,0.5323076923076923,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,accuracy_per_label
3,O,0.9902210462488288,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,accuracy_per_label
4,ORG,0.7239422084623323,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,accuracy_per_label
5,ORGderiv,0.0,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,accuracy_per_label
6,ORGpart,0.7107023411371237,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,accuracy_per_label
7,OTH,0.4348547717842324,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,accuracy_per_label
8,OTHderiv,0.4821428571428571,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,accuracy_per_label
9,OTHpart,0.3434343434343434,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,accuracy_per_label
10,PER,0.8462177888611804,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,accuracy_per_label
11,PERderiv,0.0,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,accuracy_per_label
12,PERpart,0.1721311475409836,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,accuracy_per_label
0,LOC,0.7567353407290016,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
1,LOCderiv,0.8320526893523601,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
2,LOCpart,0.483076923076923,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
3,O,0.9892729177002372,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
4,ORG,0.6300309597523219,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
5,ORGderiv,0.0,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
6,ORGpart,0.7608695652173914,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
7,OTH,0.4431535269709543,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
8,OTHderiv,0.4107142857142857,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
9,OTHpart,0.4242424242424242,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
10,PER,0.8466334164588528,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
11,PERderiv,0.0,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
12,PERpart,0.319672131147541,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
0,LOC,0.7706022187004754,b6f9a6e63c9f4cdf94e2322f9d5906d6,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 11:33:25.411000+00:00,representative-diversity,accuracy_per_label
1,LOCderiv,0.8342480790340285,b6f9a6e63c9f4cdf94e2322f9d5906d6,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 11:33:25.411000+00:00,representative-diversity,accuracy_per_label
2,LOCpart,0.4984615384615384,b6f9a6e63c9f4cdf94e2322f9d5906d6,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 11:33:25.411000+00:00,representative-diversity,accuracy_per_label
3,O,0.9912353233008104,b6f9a6e63c9f4cdf94e2322f9d5906d6,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 11:33:25.411000+00:00,representative-diversity,accuracy_per_label
4,ORG,0.631578947368421,b6f9a6e63c9f4cdf94e2322f9d5906d6,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 11:33:25.411000+00:00,representative-diversity,accuracy_per_label
5,ORGderiv,0.0,b6f9a6e63c9f4cdf94e2322f9d5906d6,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 11:33:25.411000+00:00,representative-diversity,accuracy_per_label
6,ORGpart,0.7608695652173914,b6f9a6e63c9f4cdf94e2322f9d5906d6,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 11:33:25.411000+00:00,representative-diversity,accuracy_per_label
7,OTH,0.4091286307053942,b6f9a6e63c9f4cdf94e2322f9d5906d6,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 11:33:25.411000+00:00,representative-diversity,accuracy_per_label
8,OTHderiv,0.375,b6f9a6e63c9f4cdf94e2322f9d5906d6,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 11:33:25.411000+00:00,representative-diversity,accuracy_per_label
9,OTHpart,0.2727272727272727,b6f9a6e63c9f4cdf94e2322f9d5906d6,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 11:33:25.411000+00:00,representative-diversity,accuracy_per_label
